iter	F1	Logloss
115	0.6240763802	0.653418861
116	0.6241587466	0.6533279657
117	0.6241310412	0.6532465647
118	0.6241341989	0.6531520896
119	0.6242092686	0.6530666418
120	0.6243088118	0.6529699877
121	0.624388385	0.6528773804
122	0.6243369178	0.6527931388
123	0.6244129161	0.6527157845
124	0.6244632518	0.6526185078
125	0.6245679224	0.6525430601
126	0.6247161348	0.6524500247
127	0.6247983812	0.6523665614
128	0.6248044813	0.6522797517
129	0.6248435667	0.6522065608
130	0.6248860362	0.6521355877
131	0.6248001604	0.6520512295
132	0.6249599773	0.6519632525
133	0.6251139243	0.6518718124
134	0.625100803	0.6517868705
135	0.6252184391	0.6517183488
136	0.6251442261	0.6516365586
137	0.6251971315	0.6515598268
138	0.6252543036	0.6514930951
139	0.6253774293	0.651410799
140	0.6254565903	0.6513311489
141	0.6254327967	0.6512536
142	0.6255371994	0.6511711094
143	0.6255540425	0.6510901364
144	0.6256125593	0.651020603
145	0.6258051426	0.6509502137
146	0.6259469581	0.6508808749
147	0.6261399216	0.650803287
148	0.6262819777	0.6507365942
149	0.626357165	0.6506661659
150	0.6264252934	0.650604298
151	0.6265680817	0.6505417686
152	0.6266638651	0.650474492
153	0.6268960026	0.6504079159
154	0.6269294751	0.6503491608
155	0.6270043678	0.6502787715
156	0.6270759128	0.6502192771
157	0.6272838508	0.6501504831
158	0.6271977176	0.6500928175
159	0.6272381906	0.6500301713
160	0.6272392062	0.6499642956
161	0.6273104203	0.6498982642
162	0.6272973831	0.6498439449
163	0.6273261269	0.6497805206
164	0.6275127623	0.6497122324
165	0.6275927428	0.6496453061
166	0.6275265665	0.6495942553
167	0.6276452555	0.6495435547
168	0.6275929631	0.6494944106
169	0.6276157784	0.649439352
170	0.627701524	0.6493852273
171	0.6276670609	0.6493358107
172	0.6278472107	0.6492718416
173	0.6279481017	0.6492138648
174	0.6279704258	0.6491533198
175	0.6279416364	0.6491070939
176	0.6280863745	0.649041296
177	0.6281804502	0.6489765876
178	0.6283086197	0.6489109843
179	0.6284867295	0.6488549918
180	0.6285089176	0.6488002835
181	0.6284974726	0.6487535907
182	0.6285108638	0.64869682
183	0.6285908259	0.6486443296
184	0.6286640815	0.648583162
185	0.6287303638	0.6485312941
186	0.6288009572	0.6484840955
187	0.6288168661	0.648426391
188	0.6289012994	0.648366741
189	0.6288865497	0.6483106707
190	0.6289338899	0.6482540168
191	0.6290202822	0.6481986081
192	0.6290130332	0.6481432771
193	0.6290792199	0.648095417
194	0.6291761097	0.6480316035
195	0.6292068423	0.6479776734
196	0.6292784673	0.647929502
197	0.6293691608	0.647887712
198	0.6293391033	0.6478465445
199	0.6295331284	0.647790124
200	0.6295233607	0.6477512912
201	0.6296669784	0.6477066996
202	0.6296609218	0.6476544037
203	0.6296762976	0.6476051428
204	0.6297297363	0.6475537418
205	0.6298280223	0.6475038584
206	0.6298470148	0.6474514068
207	0.6299792736	0.6474046751
208	0.6300080818	0.6473609006
209	0.6300009768	0.64732199
210	0.630016361	0.6472858809
211	0.6301076844	0.6472355305
212	0.6302036152	0.6471875537
213	0.6301598	0.6471441683
214	0.6303130052	0.6470962304
215	0.630328073	0.6470551797
216	0.63040479	0.647013662
217	0.6304657301	0.646967942
218	0.6305155092	0.6469285644
219	0.6306137843	0.6468892257
220	0.6305954389	0.6468517159
221	0.6306555728	0.6468087196
222	0.6306959939	0.6467689529
223	0.6307718596	0.6467280967
224	0.6308062252	0.6466856452
225	0.6308499731	0.6466379407
226	0.6308435511	0.6465982908
227	0.6308994854	0.6465473178
228	0.6308896561	0.6465082905
229	0.6309681042	0.6464705471
230	0.6309794377	0.6464255275
231	0.630992463	0.6463831927
232	0.6309621756	0.6463384455
233	0.6309896978	0.6462972002
234	0.6310076346	0.6462661884
235	0.6310909743	0.6462126473
236	0.6311821972	0.6461695732
237	0.6312485049	0.6461297287
238	0.6312664634	0.646089106
239	0.6313278895	0.6460489113
240	0.6312415473	0.646003775
241	0.6313556529	0.6459669266
242	0.631415279	0.645934086
243	0.6314759315	0.6458925294
244	0.6314867239	0.6458541635
245	0.6315853694	0.6458228015
246	0.6316626967	0.6457843967
247	0.631614399	0.6457441631
248	0.6316357211	0.6457079762
249	0.6316873533	0.6456771589
250	0.6317813474	0.6456324117
251	0.6316716816	0.6455979369
252	0.6317549018	0.645562606
253	0.6318895044	0.6455219055
254	0.6318805213	0.6454862244
255	0.6319734531	0.6454416328
256	0.6319051337	0.6454100373
257	0.6318928284	0.6453804263
258	0.631938785	0.6453506208
259	0.6320715586	0.6453145117
260	0.6321650068	0.6452713209
261	0.6320797993	0.6452323713
262	0.6321367922	0.6451972739
263	0.6322127642	0.6451627212
264	0.6323559905	0.6451163008
265	0.6323690482	0.6450740049
266	0.6324134196	0.6450296079
267	0.6324152904	0.6450015922
268	0.6324478595	0.6449648995
269	0.6324555327	0.6449220589
270	0.6324948106	0.6448845101
271	0.632531296	0.6448522142
272	0.6325418023	0.6448253659
273	0.6325632	0.6447902296
274	0.6326830803	0.6447511244
275	0.6327683065	0.6447252099
276	0.6328203702	0.6446898012
277	0.6328351947	0.6446624859
278	0.632991295	0.6446178554
279	0.6330705051	0.6445791004
280	0.6330277915	0.6445527579
281	0.633143253	0.644527855
282	0.6331121951	0.6444967654
283	0.6331039832	0.6444612011
284	0.6331294269	0.6444315512
285	0.6331474951	0.6444016678
286	0.6332446491	0.6443600723
287	0.6333057765	0.6443321734
288	0.633371457	0.644305325
289	0.6333260985	0.644276609
290	0.6332803262	0.644253535
291	0.6332906499	0.6442259084
292	0.6333273982	0.6441812001
293	0.633425692	0.6441597603
294	0.6334615394	0.6441123671
295	0.6334894157	0.6440811608
296	0.6334181253	0.6440490206
297	0.6335012656	0.6440137675
298	0.6336031994	0.6439693316
299	0.6336326085	0.6439469968
300	0.6336475764	0.6439219384
301	0.6336235277	0.6438986698
302	0.6336409126	0.6438614712
303	0.6336957661	0.6438306929
304	0.6337215541	0.6437969963
305	0.6336919066	0.6437632607
306	0.6337034481	0.6437364124
307	0.6336742807	0.6437042333
308	0.6336694999	0.6436736884
309	0.6337433906	0.6436419763
310	0.6337398176	0.6436169567
311	0.6337912061	0.6435921706
312	0.6338283708	0.6435600304
313	0.6339427014	0.6435154388
314	0.6338647769	0.6434866838
315	0.633926982	0.6434414308
316	0.6339692209	0.6434112361
317	0.6340109779	0.6433864111
318	0.6340901998	0.6433501853
319	0.6341317117	0.6433273447
320	0.6341827367	0.6432951656
321	0.6342907156	0.6432609242
322	0.6343022505	0.6432343483
323	0.634359687	0.6432125194
324	0.634337928	0.6431820134
325	0.6344001346	0.6431589005
326	0.6343920594	0.6431287448
327	0.6344842046	0.6430997563
328	0.6345249937	0.6430729858
329	0.6345274808	0.6430372269
330	0.6346809678	0.6430075381
331	0.6347243212	0.6429690165
332	0.6347660344	0.6429405339
333	0.6347575987	0.6429163315
334	0.6347814217	0.6428891719
335	0.6348282426	0.6428634909
336	0.6348846562	0.6428318565
337	0.6348640757	0.6428100276
338	0.6348756044	0.642785475
339	0.6349368051	0.6427638018
340	0.6349003627	0.6427381986
341	0.6350038874	0.6427160584
342	0.6349858633	0.6426868365
343	0.6349744917	0.6426625173
344	0.6350326001	0.6426415445
345	0.6350301984	0.6426195989
346	0.63508352	0.6425915054
347	0.6350784141	0.6425656687
348	0.635152691	0.6425431395
349	0.6351290088	0.6425196374
350	0.635185957	0.6424903766
351	0.6351828607	0.6424640341
352	0.6351624406	0.6424364854
353	0.6351845126	0.6424179639
354	0.6353503767	0.6423890922
355	0.635465231	0.6423512321
356	0.6354486033	0.6423240725
357	0.635478761	0.6422943058
358	0.6354854118	0.6422733719
359	0.6355202589	0.6422472629
360	0.6355740549	0.6422274573
361	0.6355979705	0.6422051615
362	0.635630352	0.6421736828
363	0.6356777307	0.6421499084
364	0.6356550985	0.6421267955
365	0.6356919358	0.6420966008
366	0.6357072714	0.6420690132
367	0.6357287666	0.6420507252
368	0.6357920901	0.6420241881
369	0.635798513	0.6419968728
370	0.6359578377	0.6419613085
371	0.6359294976	0.6419399076
372	0.6359542896	0.6419099464
373	0.6359015842	0.6418898685
374	0.6359213011	0.6418711136
375	0.6359259259	0.6418474559
376	0.6359083831	0.6418139149
377	0.6359610965	0.6417897903
378	0.6359861389	0.6417680782
379	0.6360069598	0.6417480781
380	0.6360067166	0.6417166772
381	0.6360962248	0.641689323
382	0.6361420884	0.6416562101
383	0.6361498515	0.6416395174
384	0.6362196513	0.6416047702
385	0.6361892973	0.6415877273
386	0.6362938653	0.6415614237
387	0.6363538911	0.6415409178
388	0.6363888848	0.6415227855
389	0.6364090407	0.6415057426
390	0.6364046148	0.6414842639
391	0.63641325	0.6414587385
392	0.6364768167	0.641432396
393	0.6365392721	0.6414016566
394	0.6365421535	0.6413789328
395	0.6365926511	0.6413513062
396	0.6365979381	0.6413315785
397	0.6366353638	0.6413146135
398	0.6366280486	0.6412906056
399	0.636630067	0.6412665977
400	0.636669046	0.6412473759
401	0.6366832249	0.6412278038
402	0.6367483367	0.6412091267
403	0.6367408396	0.6411826675
404	0.6367093943	0.6411594378
405	0.6367466078	0.6411342626
406	0.6368077025	0.6410948461
407	0.6368127933	0.6410778032
408	0.6368800822	0.6410500989
409	0.6369168258	0.6410209159
410	0.636951581	0.640983406
411	0.6370166136	0.6409576082
412	0.637043424	0.6409260128
413	0.6370545022	0.6409068688
414	0.6370035512	0.6408809154
415	0.6370038022	0.640860176
416	0.6370793304	0.6408432109
417	0.6370930029	0.6408257011
418	0.6371319733	0.6408069073
419	0.6371412844	0.6407888917
420	0.637099858	0.6407716932
421	0.6371213265	0.6407537553
422	0.6371822382	0.6407274128
423	0.6371955155	0.6406993972
424	0.6372298295	0.6406717706
425	0.6372433682	0.6406498639
426	0.6371771514	0.6406315759
427	0.6372857745	0.6406037548
428	0.6373067594	0.6405794356
429	0.6373214225	0.6405660504
430	0.6373475432	0.6405476456
431	0.6373875794	0.6405192798
432	0.6374222582	0.6404896688
433	0.6374010667	0.6404650772
434	0.6374898026	0.6404432094
435	0.6375387822	0.6404274895
436	0.6375631353	0.640410291
437	0.637558052	0.6403946879
438	0.6376147348	0.6403803298
439	0.6375387822	0.6403551546
440	0.6375775346	0.6403345709
441	0.6376352098	0.6403044541
442	0.6376016092	0.6402790843
443	0.6376275818	0.6402625862
444	0.6376304753	0.6402432476
445	0.6376181198	0.6402159323
446	0.6376882183	0.6401983836
447	0.6377304274	0.6401794341
448	0.6377109461	0.6401629749
449	0.6377559842	0.6401432083
450	0.6377234426	0.6401223911
451	0.6378343893	0.640096749
452	0.6378237282	0.6400704454
453	0.6378556332	0.6400478383
454	0.6378673472	0.640029667
455	0.637936576	0.6400020016
456	0.6379591618	0.6399815346
457	0.6380086091	0.6399558535
458	0.6380245615	0.6399415733
459	0.6380746007	0.6399204837
460	0.6381159445	0.639906865
461	0.6381034004	0.6398875653
462	0.6381130458	0.6398619621
463	0.6381803839	0.6398406002
464	0.6382236938	0.6398249192
465	0.6382479335	0.6398022343
466	0.6382753894	0.6397778373
467	0.6382201617	0.6397532847
468	0.6382630588	0.6397336348
469	0.6382860607	0.6397141017
470	0.6382343632	0.6396946852
471	0.6382341555	0.6396796268
472	0.6382608865	0.6396645295
473	0.6384015737	0.6396401325
474	0.6384224941	0.639624685
475	0.6385575603	0.639600716
476	0.6385240075	0.6395772529
477	0.6385157342	0.6395605213
478	0.6385354156	0.6395452294
479	0.6385782971	0.6395251515
480	0.6385832522	0.639504062
481	0.6386866378	0.6394807545
482	0.6387626487	0.6394653459
483	0.6387940246	0.6394441396
484	0.6387679246	0.6394296259
485	0.6388562333	0.6393974857
486	0.6388786803	0.6393656957
487	0.6388782745	0.6393441781
488	0.6388938244	0.6393222325
489	0.6388887537	0.6393100145
490	0.6389294546	0.6392912207
491	0.63897185	0.6392692362
492	0.6389656289	0.639253205
493	0.638957916	0.6392341388
494	0.6390136221	0.6392126212
495	0.6391201602	0.6391928546
496	0.63912307	0.6391677961
497	0.6391559888	0.6391441384
498	0.6391853939	0.6391244107
499	0.6391517756	0.6391063562
500	0.6391463059	0.6390932433
501	0.6391538821	0.6390797024
502	0.6391486131	0.6390631654
503	0.6391279375	0.6390479902
504	0.6391505186	0.6390349552
505	0.639140032	0.6390214921
506	0.6391751072	0.6389987682
507	0.6392325588	0.6389746436
508	0.63928634	0.6389546047
509	0.6393605373	0.6389263944
510	0.6393322951	0.6389047212
511	0.6393075624	0.6388859663
512	0.639351203	0.6388563164
513	0.6393587822	0.6388405186
514	0.6394195324	0.6388198571
515	0.6394181754	0.6387974834
516	0.6394446594	0.6387670164
517	0.6394576694	0.6387548374
518	0.6394837567	0.638738456
519	0.6395069298	0.6387220746
520	0.6395265938	0.6387047594
521	0.6395336106	0.6386925803
522	0.6395429472	0.6386802457
523	0.6395114296	0.6386609071
524	0.639529706	0.6386474829
525	0.6395447014	0.6386299342
526	0.6395110331	0.6386122298
527	0.6395857817	0.6385971714
528	0.6396077907	0.6385791947
529	0.6395694551	0.6385610623
530	0.6396521985	0.6385444086
531	0.6396897648	0.6385321128
532	0.639676921	0.6385066263
533	0.6395819039	0.6384897391
534	0.63967436	0.6384755756
535	0.6396336775	0.6384650698
536	0.6396722325	0.6384451475
537	0.6397016429	0.6384197388
538	0.6397273305	0.6384038633
539	0.6398053765	0.6383927738
540	0.6398246429	0.6383711005
541	0.639828725	0.6383444078
542	0.6398826394	0.6383297774
543	0.6398770066	0.6383156529
544	0.6399024988	0.6383019174
545	0.639946485	0.638275069
546	0.6400070055	0.6382525398
547	0.640081919	0.6382357304
548	0.6400507865	0.6382201272
549	0.6400733586	0.638204524
550	0.6401089613	0.6381889987
551	0.6401387281	0.6381765473
552	0.6401369776	0.6381556133
553	0.6401605254	0.638136586
554	0.6401762783	0.6381256132
555	0.6401935986	0.6381044847
556	0.6401552741	0.6380838232
557	0.6401432227	0.6380709827
558	0.6401338801	0.6380533951
559	0.6402029533	0.6380381032
560	0.6402965363	0.638016391
561	0.6403863973	0.6380012159
562	0.6403650001	0.6379863909
563	0.6404093515	0.6379718383
564	0.6403875713	0.6379593091
565	0.6404682925	0.6379363518
566	0.6404293816	0.6379167409
567	0.6404509958	0.6378965073
568	0.6404449838	0.6378768574
569	0.6405120672	0.6378614488
570	0.6404988121	0.6378384526
571	0.640559495	0.6378257678
572	0.6406259878	0.6377976354
573	0.6406557361	0.6377780244
574	0.6406879884	0.6377624212
575	0.6407444059	0.6377493472
576	0.6407669733	0.6377325378
577	0.6407420916	0.6377183354
578	0.6407829311	0.6377048334
579	0.6408192839	0.6376887244
580	0.6408359957	0.6376740551
581	0.6407902959	0.6376599306
582	0.6407956328	0.6376442107
583	0.6408278787	0.6376243273
584	0.6408370394	0.6376130821
585	0.6408251895	0.637602265
586	0.6408967672	0.6375816423
587	0.6408952088	0.6375683738
588	0.6409008238	0.6375496189
589	0.6409570588	0.637533004
590	0.6410293817	0.6375200857
591	0.6410474616	0.6374989572
592	0.6410657278	0.6374811361
593	0.6410914139	0.6374688404
594	0.6410838068	0.6374465056
595	0.6410937188	0.6374237818
596	0.6410963434	0.6374103966
597	0.6410500822	0.6373969335
598	0.6411583772	0.6373823809
599	0.6411171685	0.6373665442
600	0.6411290126	0.6373555325
601	0.64112764	0.6373365052
602	0.6411105599	0.6373241316
603	0.6411535142	0.6373132756
604	0.6411424153	0.637299151
605	0.6411899302	0.6372807852
606	0.6412113873	0.637268217
607	0.6411911177	0.637249929
608	0.6411639398	0.637237322
609	0.6411936785	0.6372276332
610	0.6411901884	0.6372153764
611	0.6412049646	0.6371962323
612	0.6411872559	0.6371843257
613	0.6411822066	0.6371652594
614	0.6411937511	0.6371507847
615	0.6412337741	0.6371287223
616	0.6412756158	0.6371128468
617	0.6412750601	0.637099267
618	0.64125542	0.6370863876
619	0.6412661509	0.6370726132
620	0.641300938	0.6370564653
621	0.6413340597	0.6370442862
622	0.641337179	0.6370263484
623	0.6413433362	0.6370124962
624	0.641398396	0.6369955312
625	0.6414689661	0.6369728852
626	0.6414877785	0.6369589163
627	0.6415616436	0.6369470874
628	0.6415791701	0.6369331963
629	0.6415965998	0.6369140912
630	0.6415572354	0.6369005503
631	0.6415182425	0.6368861923
632	0.641581183	0.6368735074
633	0.6415697144	0.6368624568
634	0.6415916401	0.6368454917
635	0.6415905427	0.6368316784
636	0.6415713699	0.6368187601
637	0.6415894452	0.6367991491
638	0.6416797145	0.6367839351
639	0.6416750342	0.6367753358
640	0.6417166906	0.6367591101
641	0.6417955806	0.6367492657
642	0.6418223589	0.6367279816
643	0.6418248251	0.6367115223
644	0.641800987	0.6366966974
645	0.6418101677	0.6366856857
646	0.6417906094	0.6366644794
647	0.6418146283	0.6366458801
648	0.6418268179	0.636634168
649	0.6418540657	0.6366170862
650	0.6418271802	0.6366007437
651	0.6419107299	0.6365790705
652	0.6418902002	0.6365630782
653	0.6418993816	0.6365506268
654	0.6420116186	0.6365307046
655	0.6419888724	0.6365208212
656	0.6420018959	0.6365075916
657	0.6420171989	0.636486074
658	0.6420809322	0.63646693
659	0.6420994808	0.6364520661
660	0.6421430533	0.6364354902
661	0.6421266005	0.6364197314
662	0.6421127336	0.6364006262
663	0.6421363225	0.6363896145
664	0.642145199	0.6363738557
665	0.6421931391	0.6363613265
666	0.642185871	0.6363435832
667	0.6421882785	0.6363320268
668	0.6422309982	0.636311015
669	0.6422278338	0.6362989527
670	0.6422415679	0.6362872406
671	0.6422389384	0.6362793028
672	0.642243663	0.6362671627
673	0.6422292593	0.6362504311
674	0.6422257383	0.636237863
675	0.6422368431	0.6362280186
676	0.6422544111	0.636206073
677	0.642215125	0.636192999
678	0.6421513938	0.6361835437
679	0.6421579946	0.6361758005
680	0.6421920232	0.6361600806
681	0.6422637364	0.6361472401
682	0.6422626687	0.6361331933
683	0.6423005313	0.636120275
684	0.64223854	0.6361062283
685	0.6423142272	0.636087162
686	0.6422895646	0.6360743215
687	0.6423531528	0.6360529207
688	0.6423977873	0.636036228
689	0.6423923954	0.6360212474
690	0.6424486363	0.6360063835
691	0.6423942792	0.6359861889
692	0.6424364693	0.6359754496
693	0.6424164937	0.6359656441
694	0.6424420089	0.6359459553
695	0.6424482553	0.6359310136
696	0.6425022606	0.6359200408
697	0.6425343986	0.6359084065
698	0.6424939232	0.6358957216
699	0.6425598942	0.6358831535
700	0.6426232855	0.635871597
701	0.6426040163	0.6358633869
702	0.6425708473	0.6358517137
703	0.6425597387	0.6358383673
704	0.6425427136	0.6358236202
705	0.6425585081	0.6358077057
706	0.6426047009	0.6357938925
707	0.6426071401	0.6357770831
708	0.6426199863	0.6357644371
709	0.6426050518	0.6357525693
710	0.642601928	0.6357328806
711	0.6426028053	0.6357243591
712	0.642671385	0.6357108182
713	0.6426913533	0.6356949816
714	0.6427526334	0.63568218
715	0.642729027	0.6356717908
716	0.6427910029	0.6356588725
717	0.6427238171	0.6356472382
718	0.6427920429	0.6356315183
719	0.6428526297	0.6356180941
720	0.6428545391	0.6356092614
721	0.6428113153	0.6355945532
722	0.6428161758	0.6355857983
723	0.6429154678	0.6355687943
724	0.6429781267	0.6355571211
725	0.6429911448	0.6355444752
726	0.6429599028	0.6355325685
727	0.6429713586	0.6355224907
728	0.6429857667	0.6355135023
729	0.6429567779	0.6355036968
730	0.6429441054	0.6354885217
731	0.6429826416	0.6354781325
732	0.6430312442	0.6354663426
733	0.6430602336	0.6354536966
734	0.6430180536	0.6354444359
735	0.6430522479	0.6354347861
736	0.6430508573	0.6354250195
737	0.6430465266	0.6354119066
738	0.6430697966	0.6354016731
739	0.6430451489	0.6353917898
740	0.6430654522	0.6353768092
741	0.6430855821	0.6353646302
742	0.6430789869	0.6353569258
743	0.6430942718	0.6353468091
744	0.6431062431	0.6353367312
745	0.6431477386	0.6353252137
746	0.6431286393	0.6353106222
747	0.6431296875	0.6353016727
748	0.6431883579	0.6352857194
749	0.6432647348	0.635277587
750	0.643296143	0.6352651745
751	0.6432843474	0.6352525286
752	0.6432931867	0.6352409332
753	0.6433244228	0.6352269254
754	0.6433353666	0.6352062249
755	0.6433515111	0.635195291
756	0.6433542643	0.6351771586
757	0.6433504576	0.6351659524
758	0.6433705779	0.6351559134
759	0.6434363389	0.6351420223
760	0.6434851069	0.6351255242
761	0.6435156611	0.6351159522
762	0.6434778383	0.635101244
763	0.6434866706	0.6350831505
764	0.6434904737	0.6350698431
765	0.6434807541	0.6350562632
766	0.6434698509	0.6350469636
767	0.6434801204	0.6350369636
768	0.643457593	0.6350233448
769	0.643501294	0.635008014
770	0.6434943633	0.6349960685
771	0.6435292288	0.6349876638
772	0.643570684	0.6349786365
773	0.6436026351	0.6349685586
774	0.643637212	0.6349511656
775	0.6436984387	0.6349334612
776	0.6437185478	0.6349185195
777	0.6437345243	0.634907002
778	0.6437725066	0.6348875078
779	0.6437725066	0.6348765349
780	0.6437589907	0.6348633442
781	0.6437376528	0.6348457566
782	0.6437749677	0.6348336165
783	0.6437773663	0.6348188694
784	0.6437628488	0.6348043946
785	0.6437963051	0.6347887136
786	0.6438150781	0.6347783634
787	0.6438150781	0.6347640832
788	0.6438875754	0.634749803
789	0.6439113046	0.6347356395
790	0.6439413636	0.6347194916
791	0.6439659927	0.634705367
792	0.6440096505	0.6346906977
793	0.6439959764	0.6346775848
794	0.6440044608	0.6346645886
795	0.6441024694	0.6346527209
796	0.6440827037	0.6346377403
797	0.6440861626	0.6346283239
798	0.6441107872	0.6346098413
799	0.6441344257	0.6345929152
800	0.6441038699	0.6345818257
801	0.6441245429	0.6345688684
802	0.6441595421	0.6345547828
803	0.644168843	0.6345435765
804	0.6442194868	0.6345334597
805	0.6441830916	0.6345222146
806	0.6442278959	0.6345120978
807	0.644209534	0.6345012028
808	0.6441854024	0.6344913973
809	0.6442370296	0.6344782844
810	0.6442133903	0.6344622922
811	0.6442293677	0.6344486734
812	0.6442427055	0.6344327201
813	0.6442480542	0.6344186344
814	0.6442726729	0.6344069612
815	0.6443033885	0.6343941985
816	0.6443314621	0.6343787121
817	0.6444069806	0.634365677
818	0.6444320829	0.6343522917
819	0.6444176703	0.6343413189
820	0.6444514075	0.6343325251
821	0.6444405579	0.6343240037
822	0.6445041986	0.6343124472
823	0.6445523416	0.6342921359
824	0.6445832149	0.634284237
825	0.6445557949	0.6342720191
826	0.6445653494	0.6342611241
827	0.6445639449	0.6342541202
828	0.6445861853	0.6342388283
829	0.6445408992	0.6342229527
830	0.6445610907	0.6342139255
831	0.6445947751	0.634200618
832	0.6446200295	0.6341875051
833	0.6446493371	0.6341739253
834	0.6446592132	0.6341562599
835	0.6446841429	0.6341433415
836	0.6446739835	0.6341273493
837	0.644667881	0.6341156761
838	0.6447155281	0.6341032636
839	0.644780556	0.6340913569
840	0.6448288339	0.6340791001
841	0.6448503039	0.6340670767
842	0.6448650329	0.6340566097
843	0.6448922897	0.6340450143
844	0.6449460303	0.6340280104
845	0.644942265	0.6340141582
846	0.6449627989	0.6340012788
847	0.6449577842	0.6339918624
848	0.6449262869	0.633981162
849	0.6449538611	0.6339719012
850	0.6449587178	0.6339622125
851	0.6449131242	0.6339439634
852	0.6449195472	0.6339329127
853	0.6449338009	0.6339242357
854	0.6449397491	0.6339106559
855	0.6449986521	0.6338954418
856	0.6449635597	0.6338851305
857	0.6449974014	0.6338722121
858	0.6450154212	0.6338627179
859	0.6450473817	0.6338447801
860	0.64508264	0.6338317451
861	0.6451064533	0.6338199162
862	0.6451238465	0.6338038072
863	0.6451431166	0.6337898383
864	0.6451240035	0.6337769978
865	0.6451695936	0.6337648576
866	0.645189646	0.6337530288
867	0.6451678703	0.6337425229
868	0.6451724138	0.6337286707
869	0.6451885507	0.633718982
870	0.6452331982	0.6337045072
871	0.6452269311	0.6336921336
872	0.6452732972	0.633680227
873	0.6452706394	0.6336690207
874	0.6452988444	0.6336548183
875	0.6453141922	0.6336428338
876	0.6452947661	0.6336239622
877	0.6453204602	0.6336117831
878	0.6453275181	0.6336003045
879	0.6453275181	0.633589215
880	0.6453472559	0.6335786313
881	0.6453503902	0.6335662966
882	0.6453583813	0.6335584755
883	0.6453648053	0.6335480475
